timestamp,M-6,M-1,M-2,S-2,P-10,T-4,T-5,F-7,M-3,M-4,M-5,P-15,C-1,C-2,T-12,T-13,F-4,F-5,D-14,T-9,P-14,T-8,P-11,D-15,D-16,M-7,F-8,attack
10,10,-1.0,0.7928658909981631,-1.0967665378063498,-1.0,0.991811379359028,0.0,-1.0,-0.7857142857142856,1.0000461465337065,1.0,0.5653310167069927,0.9970421922575028,-1.0,-1.0,-0.7492720935001025,-0.9921405788463744,-0.9778162911611784,-0.7823073176214921,-1.0,-0.33332882213233,0.9996111111111112,-1.0,0.942860774779928,-1.0,0.9949885704237736,-1.0011566334736957,-1.0,0
11,11,-1.0,0.7918413490979327,-1.091228884400168,-1.0,0.9926584780460256,0.0,-1.0,0.9642857142857144,1.0000461465337065,1.0,0.5664151403976085,0.997738147020443,-0.998439937597504,-1.0,-0.7476317408242772,-0.991354636730648,-0.9189678413248604,-0.7773614597774361,-1.0,-0.33332882213233,0.9994814814814816,-1.0,0.9410175739663768,-1.0,-1.0,-1.0011566334736957,-0.782608695652174,0
12,12,-1.0,0.790769701822978,-1.0857756142839796,-1.0,0.991811379359028,-1.0,-1.0,0.7142857142857144,1.0000461465337065,1.0,0.3343265150808074,0.9805132666376676,-0.9968798751950078,-1.0,-0.7459913881484519,-0.9905686946149216,-0.8847679568650106,-0.7743639701749783,-1.0,-0.33332882213233,0.9995555555555556,-1.0,0.9429878920774136,0.948172142526608,-1.0,-1.0011566334736957,-0.6956521739130435,0
13,13,-1.0,0.7897333835790669,-1.0803434399902965,-1.0,0.9946350416490192,-1.0,-1.0,0.9642857142857144,1.0000461465337065,1.0,-1.2258602988160796,0.9803392779469328,-0.9937597503900156,-1.0,-0.7443510354726266,-0.9897827525001048,-0.8514923936067784,-0.7721158529731347,-1.0,-0.33332882213233,0.9995555555555556,-1.0,0.9767375345600148,0.947246645071726,0.9949885704237736,-1.0011566334736957,-1.0,0
14,14,-1.0,0.7886381836167515,-1.074784690761609,-1.0,0.9920937455880274,-1.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,-0.4491646503880574,0.9801652892561976,-1.0,-1.0,-0.7427106827968013,-0.9889968103843784,-0.8322357019064125,-0.7691933006107385,-1.0,-0.33332882213233,0.9994814814814816,-1.0,0.9194711920424568,-1.0,-1.0,-1.0011566334736957,-1.0,0
15,15,-1.0,0.7886381836167515,-1.074784690761609,-1.0,0.99407030919102,-1.0,-1.0,-0.8214285714285712,1.0000461465337065,1.0,0.7140462224392079,0.9792953458025222,-0.998439937597504,-1.0,-0.741070330120976,-0.9882108682695616,-0.8306951665703832,-0.7685938026902468,-1.0,-0.33332882213233,0.9996111111111112,-1.0,0.921123716909778,-1.0,-1.0,-1.0011566334736957,-0.782608695652174,0
16,16,-1.0,0.7876136417165202,-1.0693314206454203,-1.0,0.9923761118170268,-1.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.5225619781308564,0.9789473684210516,-0.9968798751950078,-1.0,-0.7394299774451506,-0.9874249261538351,-0.8300789524359715,-0.7680692420098167,-1.0,-0.33332882213233,0.9994444444444444,-1.0,0.9236660628595031,0.945395650161962,0.9949885704237736,-1.0011566334736957,-1.0,0
17,17,-1.0,0.7864831127231625,-1.063878150529241,-1.0,0.9937879429620216,-1.0,-1.0,-0.6428571428571428,1.0000461465337065,1.0,0.5665874514477724,0.9789473684210516,-0.9937597503900156,-1.0,-0.7377896247693253,-0.9866389840381088,-0.8292316580011554,-0.7675446813293867,-1.0,-0.33332882213233,0.9995555555555556,-1.0,0.92258556583087,0.945395650161962,-1.0,-1.0011566334736957,-0.782608695652174,0
18,18,-1.0,0.7864831127231625,-1.063878150529241,-1.0,0.9951997741070172,-1.0,-1.0,0.9642857142857144,1.0000461465337065,1.0,0.5653130676392668,0.9791213571117868,-1.0,-1.0,-0.7361492720935,-0.985853041923292,-0.8286924706335452,-0.766945183408895,-1.0,-0.33332882213233,0.9994814814814816,-1.0,0.9222677725871544,0.945395650161962,-1.0,-1.0011566334736957,-0.9130434782608696,0
19,19,-1.0,0.7853525837298038,-1.058361592945555,-1.0,0.9954821403360156,-1.0,-1.0,0.6785714285714288,1.0000461465337065,1.0,0.5653346065205362,0.9784254023488468,-0.998439937597504,-1.0,-0.7345089194176747,-0.9850670998075656,-0.8080492971307529,-0.7653715013676043,-1.0,-0.33332882213233,0.9995370370370372,-1.0,0.9222042139384116,-1.0,0.9575347283277652,-1.0011566334736957,-1.0,0
20,20,-1.0,0.7841160676433188,-1.0528977749181183,-1.0,0.9937879429620216,-1.0,-1.0,0.9642857142857144,1.0000461465337065,1.0,0.5652987083850847,0.9779034362766414,-0.9968798751950078,-1.0,-0.7328685667418494,-0.9842811576927488,-0.8069709223955325,-0.7650717524073589,-1.0,-0.33332882213233,0.9995925925925928,-1.0,0.7565068166650775,0.9444701527070802,0.9960436082292948,-1.0011566334736957,-0.782608695652174,0
21,21,-1.0,0.7841160676433188,-1.0528977749181183,-1.0,0.9943526754200196,-1.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.565302298198632,0.9768595041322308,-0.9937597503900156,-1.0,-0.7312282140660241,-0.9834952155770224,-0.8054303870595032,-0.7645471917269284,-1.0,0.333337844534185,0.9996296296296298,-1.0,0.7627991228906471,0.9435446552521982,0.9960436082292948,-1.0011566334736957,-0.9130434782608696,0
22,22,-1.0,0.782926656931556,-1.04744450480193,-1.0,0.9929408442750248,-1.0,-1.0,-0.4285714285714284,1.0000461465337065,1.0,0.5664115505840608,0.977381470204436,-1.0,-1.0,-0.7295878613901988,-0.982709273461296,-0.8014249951858271,-0.7625988234853307,-1.0,-0.33332882213233,0.9995555555555556,-1.0,0.7616550672132708,0.9426191577973162,0.9960436082292948,-1.0011566334736957,-0.8260869565217391,0
23,23,-1.0,0.782926656931556,-1.04744450480193,-1.0,0.9943526754200196,-1.0,-1.0,0.1071428571428572,1.0000461465337065,1.0,0.6382185909263891,0.9658982166159196,-0.9968798751950078,-1.0,-0.7279475087143735,-0.9819233313464792,-0.9851338340073176,-0.7711416688523363,-1.0,-0.33332882213233,0.9994074074074074,-1.0,0.7546000572027837,0.93984266543267,-1.0,-1.0011566334736957,-1.0,0
24,24,-1.0,0.7817019171887519,-1.0419912346857507,-1.0,0.9926584780460256,-1.0,-1.0,-0.9285714285714284,1.0000461465337065,1.0,0.6330313103537404,0.965550239234449,-0.9953198127925116,-1.0,-0.7263071560385482,-0.9811373892307528,-0.9836703254380896,-0.7705421709318445,-1.0,-0.33332882213233,0.9994814814814816,-1.0,0.7596211904534907,0.9426191577973162,0.9960436082292948,-1.0011566334736957,-1.0,0
25,25,-1.0,0.7805478355080315,-1.036537964569562,-1.0,0.99407030919102,-1.0,-1.0,-0.9285714285714284,1.0000461465337065,1.0,0.5662212904661745,0.9749456285341448,-0.9953198127925116,-1.0,-0.7246668033627229,-0.980351447115936,-0.9794338532640092,-0.7685188654501856,-1.0,0.333337844534185,0.999425925925926,-1.0,0.7615279499157845,0.946321147616844,0.9530508176542992,-1.0011566334736957,-0.8260869565217391,0
26,26,-1.0,0.7792759903905042,-1.031116338187127,-1.0,0.9929408442750248,-1.0,-1.0,-0.8928571428571428,1.0000461465337065,1.0,0.566242829347444,0.9740756850804692,-0.9953198127925116,-1.0,-0.7230264506868976,-0.9795655050002096,-0.978894665896399,-0.768144179249878,-1.0,-0.33332882213233,0.9994074074074074,-1.0,0.7556169955826737,0.959278111985192,0.9722173377879376,-1.0011566334736957,-1.0,0
27,27,-1.0,0.7792759903905042,-1.031116338187127,-1.0,0.9923761118170268,-1.0,-1.0,-0.7857142857142856,1.0000461465337065,1.0,0.566242829347444,0.9740756850804692,-0.9937597503900156,-1.0,-0.7213860980110723,-0.9787795628844832,-0.9782014249951858,-0.7679193675296938,-1.0,-0.33332882213233,0.9995740740740742,-1.0,0.7575873136937106,0.962054604349838,0.975646210655882,-1.0011566334736957,-1.0,0
28,28,-1.0,0.7778981581798484,-1.025663068070938,-1.0,0.9929408442750248,-1.0,-1.0,0.9642857142857144,1.0000461465337065,1.0,-1.2258602988160796,0.973553719008264,-0.9937597503900156,-1.0,-0.719745745335247,-0.9779936207696664,-0.9775081840939728,-0.7673948068492638,-1.0,-0.33332882213233,0.9995,-1.0,0.91445005879175,0.9639055992596022,0.9732723755934588,-1.0011566334736957,-0.782608695652174,0
29,29,-1.0,0.7765909840312787,-1.020220345866007,-1.0,0.9943526754200196,-1.0,-1.0,-0.8214285714285712,1.0000461465337065,1.0,-0.7362994766051856,0.9740756850804692,-0.9937597503900156,-1.0,-0.7181053926594217,-0.97720767865394,-0.9769689967263624,-0.766945183408895,-1.0,-0.33332882213233,0.9994814814814816,-1.0,0.9172466393364476,0.9740860712633042,0.9861086688939688,-1.0011566334736957,-1.0,0
30,30,-1.0,0.7765909840312787,-1.020220345866007,-1.0,0.9923761118170268,-1.0,-1.0,-0.857142857142857,1.0000461465337065,1.0,0.6685273866875352,0.9740756850804692,-0.9906396255850234,-1.0,-0.7164650399835965,-0.9764217365391232,-0.9755054881571346,-0.7663456854884032,-1.0,0.333337844534185,0.999425925925926,-1.0,0.9209330409635488,0.984266543267006,0.9798663618779672,-1.0011566334736957,-1.0,0
31,31,-1.0,0.7753191389137503,-1.0147776236610755,-1.0,0.9932232105040244,0.0,-1.0,-0.7857142857142856,1.0000461465337065,1.0,0.632187704170645,0.973553719008264,-1.0,-1.0,-0.7148246873077712,-0.9756357944233968,-0.9749663007895244,-0.7658211248079732,-1.0,0.333337844534185,0.9994444444444444,-1.0,0.9199796612324016,1.002776492364646,0.9719535783365572,-1.0011566334736957,-1.0,0
32,32,-1.0,0.7739177540157339,-1.009334901456135,-1.0,0.993505576733022,0.0,-1.0,-0.7857142857142856,1.0000461465337065,1.0,0.5663218052454349,0.9732057416267934,-0.9968798751950078,-1.0,-0.7131843346319459,-0.9748498523076704,-0.9742730598883113,-0.765596313087789,-1.0,-0.33332882213233,0.9995,-1.0,0.9213143928560076,1.007403979639056,0.9839106734657992,-1.0011566334736957,-0.782608695652174,0
33,33,-1.0,0.7739177540157339,-1.009334901456135,-1.0,0.9937879429620216,0.0,-1.0,-0.5,1.0000461465337065,1.0,0.5652699898767275,0.972683775554588,-0.9937597503900156,-1.0,-0.7115439819561206,-0.9740639101928537,-0.9688811862122088,-0.7638727565663754,-1.0,-0.33332882213233,0.9993703703703704,-1.0,0.9382209934216792,1.0120314669134662,0.9839106734657992,-1.0011566334736957,-0.9565217391304348,0
34,34,-1.0,0.7725045927740358,-1.003892179251204,-1.0,0.9912466469010308,0.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.5652951185715409,0.971987820791648,-1.0,-1.0,-0.7099036292802952,-0.9732779680771272,-0.9641825534373196,-0.7619243883247777,-1.0,-0.33332882213233,0.9995185185185186,-1.0,0.9223313312358976,1.012956964368348,0.9839106734657992,-1.0011566334736957,-1.0,0
35,35,-1.0,0.7710914315323387,-0.9984494570462634,-1.0,0.991811379359028,0.0,-1.0,-0.9285714285714284,1.0000461465337065,1.0,0.5652520408090016,0.9558068725532838,-0.9968798751950078,-1.0,-0.7082632766044699,-0.9724920259623104,-0.9636433660697092,-0.7614747648844093,-1.0,-0.33332882213233,0.9994814814814816,-1.0,0.9222042139384116,1.0120314669134662,-1.0,-1.0011566334736957,-0.782608695652174,0
36,36,-1.0,0.7710914315323387,-0.9984494570462634,-1.0,0.993505576733022,0.0,-1.0,-0.9285714285714284,1.0000461465337065,1.0,0.5662464191609877,0.9559808612440182,-0.9937597503900156,-1.0,-0.7066229239286446,-0.971706083846584,-0.9602541883304448,-0.7594514594027499,-1.0,-0.33332882213233,0.9995,-1.0,0.923157593669558,1.011105969458584,0.9839106734657992,-1.0011566334736957,-1.0,0
37,37,-1.0,0.7696664939469597,-0.9930067348413324,-1.0,0.99407030919102,0.0,-1.0,-0.9285714285714284,1.0000461465337065,1.0,0.566242829347444,0.9709438886472372,-1.0,-1.0,-0.7049825712528193,-0.9709201417308576,-0.9591758135952244,-0.7584023380418898,-1.0,-0.33332882213233,0.9995185185185186,-1.0,0.9394286077477988,1.0138824618232305,-1.0,-1.0011566334736957,-0.9565217391304348,0
38,38,-1.0,0.7696664939469597,-0.9930067348413324,-1.0,0.9920937455880274,0.0,-1.0,-0.9285714285714284,1.0000461465337065,1.0,-1.0000574370167217,0.9705959112657672,-0.998439937597504,-1.0,-0.703342218576994,-0.9701341996160407,-0.9580204120932024,-0.7582524635617669,-1.0,0.333337844534185,0.999462962962963,-1.0,0.9382845520704228,1.016658954187876,-1.0,-1.0011566334736957,-0.782608695652174,0
39,39,-1.0,0.7666988553393949,-0.9821212904314603,-1.0,0.9937879429620216,0.0,-1.0,-0.9285714285714284,1.0000461465337065,1.0,-0.9559099100392728,0.9702479338842972,-0.9968798751950078,-1.0,-0.7017018659011687,-0.9693482575003144,-0.9574812247255922,-0.758102589081644,-1.0,0.333337844534185,0.9996296296296298,-1.0,0.9520132201989382,1.017584451642758,-0.5869526991383858,-1.0011566334736957,-1.0,0
40,40,-1.0,0.7651561543172078,-0.9766785682265198,-1.0,0.9909642806720314,0.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.448949261575355,0.9702479338842972,-0.9953198127925116,-1.0,-0.7000615132253434,-0.9685623153854976,-0.9168110918544194,-0.6349057664206228,-1.0,0.333337844534185,0.9995,-1.0,0.9576699399370764,1.016658954187876,0.9839106734657992,-1.0011566334736957,-0.9130434782608696,0
41,41,-1.0,0.7635899006076602,-0.9712569418440844,-1.0,0.993505576733022,0.0,-1.0,-0.9285714285714284,1.0000461465337065,1.0,0.6953756021912225,0.9698999565028266,-0.9890795631825272,-1.0,-0.6984211605495181,-0.9677763732697712,-0.8589639899865203,-0.3931582299823897,-1.0,0.333337844534185,0.9995740740740742,-1.0,0.954364890202434,1.015733456732994,0.9898013012132936,-1.0011566334736957,-0.8695652173913043,0
42,42,-1.0,0.7620354232417923,-0.965919698751652,-1.0,0.9920937455880274,0.0,-1.0,-0.9285714285714284,1.0000461465337065,1.0,0.5663289848725261,0.9693779904306212,-0.9797191887675508,-1.0,-0.6967808078736928,-0.9669904311540448,-0.7955709609089159,-0.0541421559443966,-1.0,0.333337844534185,0.9995185185185186,-1.0,0.9562080910159846,1.014807959278112,0.9478635484438194,-1.0011566334736957,-1.0,0
43,43,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9929408442750248,0.0,-1.0,0.25,1.0000461465337065,1.0,0.5652233223006409,0.9685080469769458,-0.9734789391575664,-1.0,-0.3274280637003622,-0.790022464845606,-0.727787406123628,0.2458316160215821,-1.0,0.333337844534185,0.999425925925926,-1.0,0.9638986875139032,1.0138824618232305,0.9666783893089504,-1.0011566334736957,-0.9565217391304348,0
44,44,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9937879429620216,0.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.5652520408090016,0.9685080469769458,-0.968798751950078,-1.0,-0.3257877110245369,-0.7892365227298797,-0.6736375890621991,0.9105998726066922,-1.0,-0.33332882213233,0.999425925925926,-1.0,0.9657418883274538,1.012956964368348,0.9694918234570074,-1.0011566334736957,-0.782608695652174,0
45,45,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9946350416490192,0.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.5652089630464587,0.9693779904306212,-0.9656786271450858,-1.0,-0.3241473583487115,-0.7884505806141533,-0.6048526863084922,1.1671100453370302,-1.0,0.333337844534185,0.9993703703703704,-1.0,0.9694282899545552,1.0120314669134662,0.9962194478635484,-1.0011566334736957,-1.0,0
46,46,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9937879429620216,0.0,-1.0,-0.7857142857142856,1.0000461465337065,1.0,0.566242829347444,0.9697259678120916,-0.9625585023400935,-1.0,-0.3225070056728862,-0.7876646384993364,-0.5484690930098209,1.714076960545543,-1.0,0.333337844534185,0.9995,-1.0,0.9649791845425362,1.011105969458584,0.9962194478635484,-1.0011566334736957,-0.9565217391304348,0
47,47,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9943526754200196,0.0,-1.0,0.9642857142857144,1.0000461465337065,1.0,-0.7357933128953278,0.968334058286211,-1.0,-1.0,-0.3208666529970609,-0.7868786963836101,-0.4894665896398998,2.007681067106298,-1.0,0.333337844534185,0.9993703703703704,-1.0,0.9672037372485456,1.0101804720037022,0.9962194478635484,-1.0011566334736957,-1.0,0
48,48,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9932232105040244,0.0,-1.0,0.9642857142857144,1.0000461465337065,1.0,-1.045924484682266,0.9679860809047404,-0.9968798751950078,-1.0,-0.3192263003212356,-0.7860927542687932,-0.4402464856537647,2.4001273933081047,-1.0,-0.33332882213233,0.9995555555555556,-1.0,0.965360536434995,1.00925497454882,-1.0,-1.0011566334736957,-1.0,0
49,49,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9932232105040244,0.0,-1.0,0.6428571428571428,1.0000461465337065,1.0,0.3588880193562735,0.9646802957807736,-0.9968798751950078,-1.0,-0.3175859476454103,-0.7853068121530669,-0.3803966878490276,2.7330735509011204,-1.0,0.333337844534185,0.9995370370370372,-1.0,0.965360536434995,1.0083294770939382,-1.0,-1.0011566334736957,-0.6956521739130435,0
50,50,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9937879429620216,0.0,-1.0,0.9285714285714288,1.0000461465337065,1.0,0.7140462224392079,0.963636363636363,-0.9968798751950078,-1.0,-0.3159455949695851,-0.7845208700373405,-0.3231658001155402,3.004496234403687,-1.0,0.333337844534185,0.999462962962963,-1.0,0.9668223853560868,1.006478482184174,0.9962194478635484,-1.0011566334736957,-0.782608695652174,0
51,51,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9943526754200196,0.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.5663218052454349,0.9643323183993036,-1.0,-1.0,-0.3143052422937598,-0.7837349279225236,-0.2645484305796265,3.3794072464311142,-1.0,-0.33332882213233,0.9993703703703704,-1.0,0.9578606158833058,1.005552984729292,0.980393880780728,-1.0011566334736957,-0.782608695652174,0
52,52,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.99407030919102,0.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.5651766547245545,0.9716398434101778,-0.9968798751950078,-1.0,-0.3126648896179345,-0.7829489858067973,-0.2083188908145581,3.7741766270748247,-1.0,0.333337844534185,0.999425925925926,-1.0,0.9585597610194804,1.00462748727441,0.983119395111658,-1.0011566334736957,-1.0,0
53,53,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9929408442750248,0.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.5652125528600023,0.9698999565028266,-0.9968798751950078,-1.0,-0.3110245369421092,-0.7821630436919804,-0.1493934142114386,4.026790063321968,-1.0,0.333337844534185,0.999425925925926,-1.0,0.9447675342422214,1.0018509949097645,0.9707227008967824,-1.0011566334736957,-0.782608695652174,0
54,54,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.991811379359028,0.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.5651479362161937,0.9601565898216612,-0.9968798751950078,-1.0,-0.3093841842662839,-0.7813771015762541,-0.1396880415944541,4.09003709393383,-1.0,0.333337844534185,0.9993703703703704,-1.0,0.941970953697524,1.0,0.9786354844381924,-1.0011566334736957,-0.782608695652174,0
55,55,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.993505576733022,-1.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.5651479362161937,0.948499347542409,-1.0,-1.0,-0.3077438315904586,-0.7805911594605277,-0.134681301752359,4.093334332496534,-1.0,0.333337844534185,0.9995,-1.0,0.943496361267359,0.999074502545118,0.9786354844381924,-1.0011566334736957,-1.0,0
56,56,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9932232105040244,-1.0,-1.0,0.9642857142857144,1.0000461465337065,1.0,0.5651479362161937,0.936320139190952,-0.9968798751950078,-1.0,-0.3061034789146333,-0.7798707125220972,-0.1322164452147122,4.09415864213721,-1.0,0.333337844534185,0.9993703703703704,-1.0,0.9423523055899828,0.998149005090236,0.9786354844381924,-1.0011566334736957,-0.7391304347826086,0
57,57,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9932232105040244,0.0,-1.0,-0.9642857142857142,1.0000461465337065,1.0,0.5651479362161937,0.9342322749021306,-0.9968798751950078,-1.0,-0.3052833025767206,-0.7794777414637792,-0.1316002310803005,4.09468320281764,-1.0,0.333337844534185,0.9994444444444444,-1.0,0.9421616296437534,0.9972235076353542,0.9786354844381924,-1.0011566334736957,-1.0,0
58,58,-1.0,0.9999646709689576,-0.7487382061167314,-1.0,0.9946350416490192,0.0,-1.0,-0.7142857142857142,1.0000461465337065,1.0,0.5651479362161937,0.9331883427577204,-0.9968798751950078,-1.0,-0.3036429499008953,-0.7786917993489624,-0.1275948392066244,4.097006257259545,-1.0,0.333337844534185,0.9994814814814816,-1.0,0.9352337369307524,0.996298010180472,-1.0,-1.0011566334736957,-1.0,0
59,59,-1.0,0.7889090395214102,-1.09854913480758,-1.0,0.9951997741070172,0.0,-1.0,-0.7499999999999998,1.0000461465337065,1.0,0.5651479362161937,0.9338842975206604,-1.0,-1.0,-0.3020025972250699,-0.777905857233236,-0.1270556518390141,4.0976057551800364,-1.0,0.333337844534185,0.999462962962963,-1.0,0.9373311723392757,0.99537251272559,-0.8761209776683665,-1.0011566334736957,-0.9565217391304348,0
60,60,-1.0,0.7878609449338172,-1.0931275084251446,-1.0,0.9943526754200196,0.0,-1.0,-0.7142857142857142,1.0000461465337065,1.0,0.5651479362161937,0.9314484558503692,-0.9968798751950078,-1.0,-0.3003622445492446,-0.7771199151175097,-0.1252840362025804,4.098579939300835,-1.0,0.333337844534185,0.9995185185185186,-1.0,0.7633711507293353,0.994447015270708,0.9786354844381924,-1.0011566334736957,-1.0,0
61,61,-1.0,0.7868010740025443,-1.0876004029302109,-1.0,0.9946350416490192,0.0,-1.0,-0.7857142857142856,1.0000461465337065,1.0,0.5651479362161937,0.931100478468899,-0.9968798751950078,-1.0,-0.2987218918734193,-0.7763339730026928,-0.124051607933757,4.099254374461388,-1.0,0.333337844534185,0.9994814814814816,-1.0,0.7631169161343627,0.993521517815826,0.9816247582205028,-1.0011566334736957,-1.0,0
62,62,-1.0,0.7857765321023129,-1.0821260369915264,-1.0,0.9946350416490192,-1.0,-1.0,-0.7499999999999998,1.0000461465337065,1.0,0.5651479362161937,0.9309264897781636,-0.9968798751950078,-1.0,-0.297081539197594,-0.7755480308869664,-0.1235124205661467,4.0997039979017575,-1.0,0.333337844534185,0.999425925925926,-1.0,0.7600661009946926,-1.0,0.9536662563741868,-1.0011566334736957,-0.7391304347826086,0
63,63,-1.0,0.784657779452636,-1.0766727668753373,-1.0,0.9946350416490192,-1.0,-1.0,-0.7499999999999998,1.0000461465337065,1.0,0.5651479362161937,0.9298825576337536,-1.0,-1.0,-0.2954411865217687,-0.7747620887721496,-0.0646639707298286,4.101877177863539,-1.0,0.333337844534185,0.9993888888888888,-1.0,0.7621635364032159,-1.0,0.9850536310884476,-1.0011566334736957,-1.0,0
